Datekey;ProviderId;Hour;WindSpeed;WindDirection;Temperature;Pressure;Humidity;PowerWOAvailability
20200102;3;17:00;13.00;30.00;6.00;NULL;NULL;52.973
20200102;3;18:00;12.00;34.00;6.00;NULL;NULL;52.647
20200102;3;19:00;12.00;37.00;6.00;NULL;NULL;52.366
20200102;3;20:00;11.00;39.00;6.00;NULL;NULL;51.122
20200102;3;21:00;11.00;41.00;6.00;NULL;NULL;49.913
20200102;3;22:00;11.00;42.00;6.00;NULL;NULL;49.331
20200102;3;23:00;10.00;42.00;6.00;NULL;NULL;47.811
20200103;3;00:00;9.00;48.00;6.00;NULL;NULL;40.429
20200103;3;01:00;8.00;50.00;6.00;NULL;NULL;38.714
20200103;3;02:00;8.00;51.00;6.00;NULL;NULL;36.189
20200103;3;03:00;8.00;52.00;6.00;NULL;NULL;33.343
20200103;3;04:00;8.00;52.00;5.00;NULL;NULL;31.240
20200103;3;05:00;8.00;52.00;5.00;NULL;NULL;30.683
20200103;3;06:00;7.00;52.00;5.00;NULL;NULL;30.154
20200103;3;07:00;7.00;51.00;5.00;NULL;NULL;26.952
20200103;3;08:00;7.00;49.00;5.00;NULL;NULL;22.764
20200103;3;09:00;7.00;48.00;6.00;NULL;NULL;19.411
20200103;3;10:00;8.00;47.00;7.00;NULL;NULL;19.234
20200103;3;11:00;8.00;46.00;8.00;NULL;NULL;22.386
20200103;3;12:00;8.00;44.00;8.00;NULL;NULL;26.375
20200103;3;13:00;8.00;41.00;8.00;NULL;NULL;30.777
20200103;3;14:00;8.00;39.00;9.00;NULL;NULL;33.744
20200103;3;15:00;8.00;37.00;9.00;NULL;NULL;35.325
20200103;3;16:00;8.00;37.00;9.00;NULL;NULL;36.051
20200103;3;17:00;8.00;38.00;8.00;NULL;NULL;35.504
20200103;3;18:00;8.00;38.00;8.00;NULL;NULL;34.750
20200103;3;19:00;8.00;39.00;7.00;NULL;NULL;31.874
20200103;3;20:00;7.00;43.00;7.00;NULL;NULL;26.533
20200103;3;21:00;6.00;46.00;7.00;NULL;NULL;20.521
20200103;3;22:00;6.00;46.00;6.00;NULL;NULL;14.108
20200103;3;23:00;5.00;43.00;6.00;NULL;NULL;9.465
20200104;3;00:00;3.00;10.00;6.00;NULL;NULL;2.907
20200104;3;01:00;1.00;356.00;6.00;NULL;NULL;2.354
20200104;3;02:00;0.00;270.00;5.00;NULL;NULL;2.788
20200104;3;03:00;1.00;235.00;5.00;NULL;NULL;4.203
20200104;3;04:00;2.00;243.00;4.00;NULL;NULL;5.195
20200104;3;05:00;2.00;245.00;4.00;NULL;NULL;5.436
20200104;3;06:00;2.00;235.00;3.00;NULL;NULL;7.619
20200104;3;07:00;2.00;235.00;3.00;NULL;NULL;10.118
20200104;3;08:00;3.00;235.00;4.00;NULL;NULL;12.345
20200104;3;09:00;3.00;230.00;5.00;NULL;NULL;15.021
20200104;3;10:00;3.00;224.00;6.00;NULL;NULL;14.614
20200104;3;11:00;3.00;224.00;7.00;NULL;NULL;12.349
20200104;3;12:00;3.00;228.00;8.00;NULL;NULL;10.507
20200104;3;13:00;2.00;235.00;9.00;NULL;NULL;7.556
20200104;3;14:00;2.00;233.00;9.00;NULL;NULL;5.271
20200104;3;15:00;1.00;228.00;9.00;NULL;NULL;5.258
20200104;3;16:00;2.00;210.00;9.00;NULL;NULL;7.145
20200104;3;17:00;2.00;201.00;7.00;NULL;NULL;8.606
20200104;3;18:00;3.00;204.00;5.00;NULL;NULL;9.130
20200104;3;19:00;3.00;212.00;5.00;NULL;NULL;9.509
20200104;3;20:00;3.00;215.00;4.00;NULL;NULL;9.757
20200104;3;21:00;3.00;213.00;4.00;NULL;NULL;11.256
20200104;3;22:00;4.00;212.00;4.00;NULL;NULL;12.441
20200104;3;23:00;4.00;213.00;3.00;NULL;NULL;13.284
20200105;3;00:00;4.00;213.00;3.00;NULL;NULL;13.987
20200105;3;01:00;4.00;217.00;3.00;NULL;NULL;13.659
20200105;3;02:00;4.00;224.00;3.00;NULL;NULL;13.039
20200105;3;03:00;4.00;226.00;3.00;NULL;NULL;12.504
20200105;3;04:00;4.00;223.00;3.00;NULL;NULL;12.395
20200105;3;05:00;4.00;223.00;3.00;NULL;NULL;12.816
20200105;3;06:00;4.00;230.00;3.00;NULL;NULL;9.983
20200105;3;07:00;3.00;240.00;4.00;NULL;NULL;6.056
20200105;3;08:00;2.00;247.00;4.00;NULL;NULL;4.982
20200105;3;09:00;2.00;253.00;5.00;NULL;NULL;4.482
20200105;3;10:00;2.00;261.00;6.00;NULL;NULL;3.833
20200105;3;11:00;2.00;276.00;7.00;NULL;NULL;3.827
20200105;3;12:00;2.00;307.00;7.00;NULL;NULL;4.566
20200105;3;13:00;2.00;348.00;7.00;NULL;NULL;5.804
20200105;3;14:00;4.00;4.00;7.00;NULL;NULL;8.431
20200105;3;15:00;6.00;8.00;7.00;NULL;NULL;12.605
20200105;3;16:00;8.00;12.00;6.00;NULL;NULL;24.216
20200105;3;17:00;9.00;18.00;6.00;NULL;NULL;40.876
20200105;3;18:00;10.00;24.00;6.00;NULL;NULL;49.255
20200105;3;19:00;10.00;28.00;6.00;NULL;NULL;50.788
20200105;3;20:00;10.00;29.00;6.00;NULL;NULL;51.653
20200105;3;21:00;10.00;32.00;6.00;NULL;NULL;51.807
20200105;3;22:00;11.00;35.00;6.00;NULL;NULL;51.386
20200105;3;23:00;11.00;36.00;6.00;NULL;NULL;51.244
20200106;3;00:00;11.00;41.00;7.00;NULL;NULL;52.553
20200106;3;01:00;12.00;42.00;7.00;NULL;NULL;52.483
20200106;3;02:00;12.00;41.00;7.00;NULL;NULL;52.529
20200106;3;03:00;13.00;38.00;7.00;NULL;NULL;53.128
20200106;3;04:00;13.00;41.00;7.00;NULL;NULL;53.502
20200106;3;05:00;13.00;42.00;7.00;NULL;NULL;53.400
20200106;3;06:00;15.00;39.00;7.00;NULL;NULL;52.896
20200106;3;07:00;15.00;38.00;7.00;NULL;NULL;52.488
20200106;3;08:00;15.00;39.00;7.00;NULL;NULL;51.814
20200106;3;09:00;14.00;39.00;7.00;NULL;NULL;50.901
20200106;3;10:00;15.00;36.00;7.00;NULL;NULL;51.432
20200106;3;11:00;15.00;33.00;7.00;NULL;NULL;51.061
20200106;3;12:00;15.00;31.00;8.00;NULL;NULL;50.245
20200106;3;13:00;15.00;32.00;8.00;NULL;NULL;51.987
20200106;3;14:00;13.00;37.00;8.00;NULL;NULL;53.393
20200106;3;15:00;12.00;42.00;8.00;NULL;NULL;52.972
20200106;3;16:00;11.00;47.00;8.00;NULL;NULL;51.869
20200106;3;17:00;11.00;45.00;7.00;NULL;NULL;50.555
20200106;3;18:00;11.00;44.00;7.00;NULL;NULL;48.978
20200106;3;19:00;10.00;47.00;7.00;NULL;NULL;48.752
20200106;3;20:00;9.00;52.00;7.00;NULL;NULL;49.554
20200106;3;21:00;8.00;51.00;7.00;NULL;NULL;48.780
20200106;3;22:00;8.00;48.00;7.00;NULL;NULL;46.097
20200106;3;23:00;8.00;46.00;7.00;NULL;NULL;44.550
20200107;3;00:00;11.00;40.00;8.00;NULL;NULL;53.013
20200107;3;01:00;12.00;41.00;8.00;NULL;NULL;54.174
20200107;3;02:00;12.00;41.00;8.00;NULL;NULL;54.365
20200107;3;03:00;13.00;36.00;8.00;NULL;NULL;54.386
20200107;3;04:00;15.00;32.00;8.00;NULL;NULL;54.414
20200107;3;05:00;16.00;29.00;8.00;NULL;NULL;54.432
20200107;3;06:00;17.00;27.00;8.00;NULL;NULL;54.445
20200107;3;07:00;18.00;25.00;8.00;NULL;NULL;54.453
20200107;3;08:00;18.00;25.00;8.00;NULL;NULL;54.462
20200107;3;09:00;18.00;26.00;8.00;NULL;NULL;54.466
20200107;3;10:00;18.00;24.00;8.00;NULL;NULL;54.471
20200107;3;11:00;17.00;22.00;8.00;NULL;NULL;54.510
20200107;3;12:00;17.00;21.00;7.00;NULL;NULL;54.548
20200107;3;13:00;17.00;21.00;7.00;NULL;NULL;54.550
20200107;3;14:00;17.00;20.00;7.00;NULL;NULL;54.575
20200107;3;15:00;17.00;20.00;7.00;NULL;NULL;54.545
20200107;3;16:00;16.00;18.00;7.00;NULL;NULL;54.465
20200107;3;17:00;16.00;17.00;7.00;NULL;NULL;54.414
20200107;3;18:00;16.00;16.00;7.00;NULL;NULL;54.386
20200107;3;19:00;16.00;15.00;7.00;NULL;NULL;54.384
20200107;3;20:00;16.00;15.00;6.00;NULL;NULL;54.390
20200107;3;21:00;15.00;14.00;6.00;NULL;NULL;54.434
20200107;3;22:00;15.00;15.00;6.00;NULL;NULL;54.419
20200107;3;23:00;15.00;15.00;6.00;NULL;NULL;54.382
20200108;3;00:00;14.00;16.00;6.00;NULL;NULL;52.101
20200108;3;01:00;14.00;16.00;6.00;NULL;NULL;52.125
20200108;3;02:00;14.00;16.00;6.00;NULL;NULL;52.146
20200108;3;03:00;13.00;17.00;6.00;NULL;NULL;52.483
20200108;3;04:00;13.00;17.00;6.00;NULL;NULL;52.987
20200108;3;05:00;14.00;17.00;6.00;NULL;NULL;53.323
20200108;3;06:00;14.00;16.00;6.00;NULL;NULL;53.651
20200108;3;07:00;14.00;17.00;6.00;NULL;NULL;53.988
20200108;3;08:00;14.00;18.00;6.00;NULL;NULL;54.329
20200108;3;09:00;14.00;20.00;6.00;NULL;NULL;54.487
20200108;3;10:00;13.00;21.00;7.00;NULL;NULL;54.461
20200108;3;11:00;13.00;21.00;7.00;NULL;NULL;54.429
20200108;3;12:00;13.00;20.00;7.00;NULL;NULL;54.393
20200108;3;13:00;13.00;20.00;7.00;NULL;NULL;54.366
20200108;3;14:00;13.00;20.00;6.00;NULL;NULL;54.379
20200108;3;15:00;13.00;22.00;6.00;NULL;NULL;54.352
20200108;3;16:00;13.00;24.00;6.00;NULL;NULL;54.212
20200108;3;17:00;12.00;26.00;6.00;NULL;NULL;54.162
20200108;3;18:00;12.00;26.00;6.00;NULL;NULL;54.188
20200108;3;19:00;12.00;25.00;6.00;NULL;NULL;54.101
20200108;3;20:00;12.00;26.00;6.00;NULL;NULL;53.973
20200108;3;21:00;11.00;27.00;6.00;NULL;NULL;53.778
20200108;3;22:00;11.00;27.00;6.00;NULL;NULL;53.607
20200108;3;23:00;10.00;25.00;6.00;NULL;NULL;53.536
20200109;3;00:00;10.00;22.00;5.00;NULL;NULL;53.361
20200109;3;01:00;9.00;22.00;5.00;NULL;NULL;53.194
20200109;3;02:00;9.00;23.00;5.00;NULL;NULL;53.076
20200109;3;03:00;9.00;25.00;5.00;NULL;NULL;52.670
20200109;3;04:00;9.00;26.00;5.00;NULL;NULL;51.649
20200109;3;05:00;9.00;26.00;5.00;NULL;NULL;50.146
20200109;3;06:00;10.00;26.00;5.00;NULL;NULL;50.015
20200109;3;07:00;10.00;26.00;5.00;NULL;NULL;50.429
20200109;3;08:00;9.00;26.00;5.00;NULL;NULL;48.742
20200109;3;09:00;9.00;28.00;5.00;NULL;NULL;46.676
20200109;3;10:00;9.00;29.00;6.00;NULL;NULL;45.024
20200109;3;11:00;9.00;28.00;6.00;NULL;NULL;40.964
20200109;3;12:00;8.00;30.00;6.00;NULL;NULL;37.865
20200109;3;13:00;8.00;31.00;7.00;NULL;NULL;36.150
20200109;3;14:00;7.00;33.00;7.00;NULL;NULL;33.537
20200109;3;15:00;7.00;33.00;7.00;NULL;NULL;31.439
20200109;3;16:00;7.00;30.00;7.00;NULL;NULL;28.538
20200109;3;17:00;7.00;28.00;7.00;NULL;NULL;25.312
20200109;3;18:00;7.00;29.00;6.00;NULL;NULL;22.748
20200109;3;19:00;6.00;36.00;6.00;NULL;NULL;19.187
20200109;3;20:00;6.00;49.00;6.00;NULL;NULL;14.546
20200109;3;21:00;5.00;56.00;5.00;NULL;NULL;11.416
20200109;3;22:00;5.00;54.00;4.00;NULL;NULL;9.192
20200109;3;23:00;5.00;51.00;4.00;NULL;NULL;6.914
20200110;3;00:00;2.00;47.00;4.00;NULL;NULL;4.427
20200110;3;01:00;1.00;41.00;4.00;NULL;NULL;3.478
20200110;3;02:00;0.00;72.00;4.00;NULL;NULL;2.816
20200110;3;03:00;1.00;171.00;2.00;NULL;NULL;3.497
20200110;3;04:00;1.00;180.00;2.00;NULL;NULL;4.610
20200110;3;05:00;1.00;153.00;2.00;NULL;NULL;4.858
20200110;3;06:00;2.00;145.00;2.00;NULL;NULL;5.257
20200110;3;07:00;2.00;160.00;1.00;NULL;NULL;5.295
20200110;3;08:00;2.00;174.00;1.00;NULL;NULL;4.534
20200110;3;09:00;1.00;192.00;2.00;NULL;NULL;4.673
20200110;3;10:00;1.00;204.00;4.00;NULL;NULL;4.628
20200110;3;11:00;0.00;180.00;6.00;NULL;NULL;3.361
20200110;3;12:00;0.00;104.00;7.00;NULL;NULL;2.135
20200110;3;13:00;1.00;63.00;7.00;NULL;NULL;1.308
20200110;3;14:00;1.00;45.00;8.00;NULL;NULL;0.875
20200110;3;15:00;2.00;36.00;8.00;NULL;NULL;1.021
20200110;3;16:00;2.00;33.00;8.00;NULL;NULL;1.394
20200110;3;17:00;2.00;25.00;6.00;NULL;NULL;1.192
20200110;3;18:00;2.00;19.00;4.00;NULL;NULL;1.194
20200110;3;19:00;2.00;20.00;4.00;NULL;NULL;1.642
20200110;3;20:00;1.00;34.00;5.00;NULL;NULL;1.810
20200110;3;21:00;1.00;45.00;6.00;NULL;NULL;2.367
20200110;3;22:00;1.00;49.00;6.00;NULL;NULL;2.957
20200110;3;23:00;0.00;76.00;6.00;NULL;NULL;4.114
20200111;3;00:00;0.00;127.00;6.00;NULL;NULL;4.138
20200111;3;01:00;1.00;180.00;5.00;NULL;NULL;6.973
20200111;3;02:00;1.00;193.00;3.00;NULL;NULL;8.932
20200111;3;03:00;2.00;196.00;3.00;NULL;NULL;8.657
20200111;3;04:00;2.00;197.00;3.00;NULL;NULL;8.058
20200111;3;05:00;2.00;201.00;3.00;NULL;NULL;7.008
20200111;3;06:00;2.00;208.00;2.00;NULL;NULL;5.884
20200111;3;07:00;2.00;208.00;2.00;NULL;NULL;6.648
20200111;3;08:00;2.00;207.00;2.00;NULL;NULL;6.655
20200111;3;09:00;2.00;203.00;3.00;NULL;NULL;5.667
20200111;3;10:00;2.00;199.00;5.00;NULL;NULL;5.285
20200111;3;11:00;2.00;200.00;7.00;NULL;NULL;4.296
20200111;3;12:00;2.00;202.00;9.00;NULL;NULL;3.369
20200111;3;13:00;1.00;204.00;10.00;NULL;NULL;1.976
20200111;3;14:00;1.00;198.00;10.00;NULL;NULL;0.910
20200111;3;15:00;0.00;90.00;10.00;NULL;NULL;0.782
20200111;3;16:00;1.00;39.00;10.00;NULL;NULL;0.883
20200111;3;17:00;1.00;29.00;8.00;NULL;NULL;1.080
20200111;3;18:00;1.00;32.00;6.00;NULL;NULL;1.206
20200111;3;19:00;1.00;45.00;6.00;NULL;NULL;1.339
20200111;3;20:00;0.00;68.00;7.00;NULL;NULL;1.538
20200111;3;21:00;1.00;90.00;7.00;NULL;NULL;2.060
20200111;3;22:00;1.00;120.00;7.00;NULL;NULL;2.766
20200111;3;23:00;0.00;225.00;7.00;NULL;NULL;2.860
20200112;3;00:00;1.00;275.00;7.00;NULL;NULL;1.225
20200112;3;01:00;1.00;270.00;6.00;NULL;NULL;1.383
20200112;3;02:00;1.00;225.00;5.00;NULL;NULL;1.575
20200112;3;03:00;1.00;229.00;5.00;NULL;NULL;1.893
20200112;3;04:00;1.00;277.00;5.00;NULL;NULL;3.891
20200112;3;05:00;1.00;306.00;5.00;NULL;NULL;6.327
20200112;3;06:00;1.00;294.00;5.00;NULL;NULL;7.961
20200112;3;07:00;1.00;311.00;5.00;NULL;NULL;9.865
20200112;3;08:00;1.00;0.00;6.00;NULL;NULL;10.156
20200112;3;09:00;1.00;35.00;6.00;NULL;NULL;8.765
20200112;3;10:00;1.00;76.00;6.00;NULL;NULL;6.319
20200112;3;11:00;1.00;140.00;6.00;NULL;NULL;3.828
20200112;3;12:00;1.00;180.00;7.00;NULL;NULL;2.822
20200112;3;13:00;1.00;194.00;7.00;NULL;NULL;3.835
20200112;3;14:00;0.00;214.00;8.00;NULL;NULL;8.102
20200112;3;15:00;1.00;9.00;8.00;NULL;NULL;19.343
20200112;3;16:00;2.00;25.00;8.00;NULL;NULL;32.293
20200112;3;17:00;4.00;31.00;8.00;NULL;NULL;39.149
20200112;3;18:00;6.00;27.00;8.00;NULL;NULL;41.119
20200112;3;19:00;9.00;29.00;8.00;NULL;NULL;41.052
20200112;3;20:00;9.00;32.00;8.00;NULL;NULL;41.530
20200112;3;21:00;9.00;34.00;8.00;NULL;NULL;40.057
20200112;3;22:00;8.00;33.00;8.00;NULL;NULL;36.340
20200112;3;23:00;7.00;34.00;8.00;NULL;NULL;32.412
20200113;3;00:00;6.00;40.00;8.00;NULL;NULL;25.635
20200113;3;01:00;6.00;42.00;8.00;NULL;NULL;18.857
20200113;3;02:00;5.00;41.00;7.00;NULL;NULL;13.968
20200113;3;03:00;4.00;40.00;7.00;NULL;NULL;11.327
20200113;3;04:00;4.00;43.00;6.00;NULL;NULL;9.834
20200113;3;05:00;4.00;51.00;5.00;NULL;NULL;8.186
20200113;3;06:00;3.00;55.00;5.00;NULL;NULL;6.431
20200113;3;07:00;3.00;58.00;5.00;NULL;NULL;5.316
20200113;3;08:00;3.00;59.00;5.00;NULL;NULL;4.612
20200113;3;09:00;3.00;59.00;6.00;NULL;NULL;4.205
20200113;3;10:00;2.00;61.00;7.00;NULL;NULL;3.928
20200113;3;11:00;2.00;56.00;8.00;NULL;NULL;3.617
20200113;3;12:00;3.00;46.00;9.00;NULL;NULL;3.453
20200113;3;13:00;3.00;34.00;9.00;NULL;NULL;3.923
20200113;3;14:00;4.00;28.00;10.00;NULL;NULL;5.159
20200113;3;15:00;4.00;28.00;10.00;NULL;NULL;6.526
20200113;3;16:00;4.00;27.00;9.00;NULL;NULL;7.279
20200113;3;17:00;5.00;22.00;8.00;NULL;NULL;7.750
20200113;3;18:00;5.00;22.00;7.00;NULL;NULL;7.549
20200113;3;19:00;6.00;26.00;7.00;NULL;NULL;6.395
20200113;3;20:00;6.00;27.00;7.00;NULL;NULL;5.570
20200113;3;21:00;5.00;30.00;7.00;NULL;NULL;5.046
20200113;3;22:00;4.00;32.00;6.00;NULL;NULL;4.102
20200113;3;23:00;3.00;32.00;6.00;NULL;NULL;2.988
20200114;3;00:00;1.00;34.00;6.00;NULL;NULL;2.082
20200114;3;01:00;0.00;338.00;5.00;NULL;NULL;2.674
20200114;3;02:00;1.00;270.00;4.00;NULL;NULL;3.805
20200114;3;03:00;1.00;246.00;3.00;NULL;NULL;4.809
20200114;3;04:00;1.00;245.00;2.00;NULL;NULL;5.366
20200114;3;05:00;2.00;243.00;2.00;NULL;NULL;4.905
20200114;3;06:00;2.00;237.00;3.00;NULL;NULL;4.148
20200114;3;07:00;2.00;223.00;2.00;NULL;NULL;3.856
20200114;3;08:00;2.00;213.00;2.00;NULL;NULL;4.263
20200114;3;09:00;2.00;204.00;3.00;NULL;NULL;4.796
20200114;3;10:00;2.00;204.00;5.00;NULL;NULL;4.751
20200114;3;11:00;2.00;217.00;6.00;NULL;NULL;4.314
20200114;3;12:00;1.00;243.00;8.00;NULL;NULL;3.239
20200114;3;13:00;0.00;333.00;9.00;NULL;NULL;1.623
20200114;3;14:00;1.00;0.00;9.00;NULL;NULL;0.778
20200114;3;15:00;2.00;3.00;9.00;NULL;NULL;0.871
20200114;3;16:00;2.00;11.00;8.00;NULL;NULL;1.126
20200114;3;17:00;3.00;9.00;7.00;NULL;NULL;1.474
20200114;3;18:00;2.00;3.00;7.00;NULL;NULL;1.625
20200114;3;19:00;2.00;8.00;6.00;NULL;NULL;1.781
20200114;3;20:00;1.00;24.00;7.00;NULL;NULL;2.085
20200114;3;21:00;1.00;14.00;7.00;NULL;NULL;2.297
20200114;3;22:00;1.00;4.00;7.00;NULL;NULL;2.534
20200114;3;23:00;2.00;0.00;6.00;NULL;NULL;2.846
20200115;3;00:00;1.00;24.00;6.00;NULL;NULL;1.982
20200115;3;01:00;1.00;51.00;5.00;NULL;NULL;2.542
20200115;3;02:00;0.00;108.00;4.00;NULL;NULL;2.994
20200115;3;03:00;0.00;104.00;4.00;NULL;NULL;2.895
20200115;3;04:00;0.00;76.00;4.00;NULL;NULL;1.924
20200115;3;05:00;0.00;22.00;4.00;NULL;NULL;1.046
20200115;3;06:00;1.00;0.00;5.00;NULL;NULL;0.983
20200115;3;07:00;1.00;354.00;4.00;NULL;NULL;1.019
20200115;3;08:00;1.00;342.00;4.00;NULL;NULL;0.994
20200115;3;09:00;1.00;0.00;5.00;NULL;NULL;1.162
20200115;3;10:00;2.00;20.00;7.00;NULL;NULL;1.248
20200115;3;11:00;2.00;23.00;8.00;NULL;NULL;1.443
20200115;3;12:00;4.00;22.00;9.00;NULL;NULL;2.917
20200115;3;13:00;4.00;23.00;10.00;NULL;NULL;7.007
20200115;3;14:00;5.00;25.00;10.00;NULL;NULL;13.364
20200115;3;15:00;6.00;29.00;10.00;NULL;NULL;18.928
20200115;3;16:00;7.00;30.00;10.00;NULL;NULL;23.375
20200115;3;17:00;8.00;28.00;9.00;NULL;NULL;29.056
20200115;3;18:00;8.00;27.00;9.00;NULL;NULL;33.075
20200115;3;19:00;9.00;28.00;8.00;NULL;NULL;31.509
20200115;3;20:00;8.00;30.00;8.00;NULL;NULL;26.208
20200115;3;21:00;8.00;33.00;7.00;NULL;NULL;21.617
20200115;3;22:00;6.00;35.00;7.00;NULL;NULL;18.915
20200115;3;23:00;6.00;36.00;6.00;NULL;NULL;16.479
20200116;3;00:00;5.00;36.00;6.00;NULL;NULL;11.201
20200116;3;01:00;5.00;35.00;6.00;NULL;NULL;13.826
20200116;3;02:00;5.00;33.00;6.00;NULL;NULL;14.911
20200116;3;03:00;6.00;31.00;6.00;NULL;NULL;14.819
20200116;3;04:00;6.00;32.00;6.00;NULL;NULL;14.483
20200116;3;05:00;6.00;35.00;6.00;NULL;NULL;13.958
20200116;3;06:00;5.00;36.00;6.00;NULL;NULL;13.164
20200116;3;07:00;5.00;36.00;6.00;NULL;NULL;12.872
20200116;3;08:00;5.00;36.00;6.00;NULL;NULL;12.865
20200116;3;09:00;6.00;37.00;6.00;NULL;NULL;14.005
20200116;3;10:00;5.00;37.00;7.00;NULL;NULL;17.912
20200116;3;11:00;6.00;35.00;8.00;NULL;NULL;23.317
20200116;3;12:00;7.00;31.00;10.00;NULL;NULL;29.400
20200116;3;13:00;8.00;29.00;10.00;NULL;NULL;37.215
20200116;3;14:00;9.00;28.00;10.00;NULL;NULL;43.541
20200116;3;15:00;9.00;28.00;10.00;NULL;NULL;47.043
20200116;3;16:00;10.00;27.00;10.00;NULL;NULL;50.284
20200116;3;17:00;10.00;28.00;9.00;NULL;NULL;52.107
20200116;3;18:00;10.00;29.00;8.00;NULL;NULL;52.664
20200116;3;19:00;10.00;30.00;8.00;NULL;NULL;52.320
20200116;3;20:00;10.00;31.00;8.00;NULL;NULL;51.918
20200116;3;21:00;10.00;31.00;8.00;NULL;NULL;52.121
20200116;3;22:00;10.00;32.00;8.00;NULL;NULL;52.026
20200116;3;23:00;10.00;33.00;8.00;NULL;NULL;51.680
20200117;3;00:00;11.00;32.00;8.00;NULL;NULL;50.648
20200117;3;01:00;11.00;32.00;7.00;NULL;NULL;51.198
20200117;3;02:00;11.00;32.00;7.00;NULL;NULL;51.993
20200117;3;03:00;11.00;33.00;7.00;NULL;NULL;53.047
20200117;3;04:00;11.00;33.00;7.00;NULL;NULL;53.544
20200117;3;05:00;11.00;32.00;7.00;NULL;NULL;53.714
20200117;3;06:00;11.00;30.00;7.00;NULL;NULL;53.763
20200117;3;07:00;11.00;30.00;7.00;NULL;NULL;53.704
20200117;3;08:00;10.00;34.00;7.00;NULL;NULL;53.697
20200117;3;09:00;10.00;34.00;7.00;NULL;NULL;53.482
20200117;3;10:00;9.00;34.00;8.00;NULL;NULL;53.238
20200117;3;11:00;9.00;34.00;8.00;NULL;NULL;52.974
20200117;3;12:00;9.00;33.00;8.00;NULL;NULL;52.358
20200117;3;13:00;10.00;34.00;8.00;NULL;NULL;52.380
20200117;3;14:00;10.00;34.00;8.00;NULL;NULL;53.083
20200117;3;15:00;10.00;32.00;8.00;NULL;NULL;53.567
20200117;3;16:00;11.00;31.00;8.00;NULL;NULL;53.777
20200117;3;17:00;11.00;29.00;8.00;NULL;NULL;53.862
20200117;3;18:00;12.00;29.00;8.00;NULL;NULL;53.875
20200117;3;19:00;12.00;30.00;8.00;NULL;NULL;53.743
20200117;3;20:00;12.00;31.00;8.00;NULL;NULL;53.446
20200117;3;21:00;12.00;33.00;8.00;NULL;NULL;53.065
20200117;3;22:00;11.00;36.00;8.00;NULL;NULL;52.589
20200117;3;23:00;10.00;37.00;8.00;NULL;NULL;51.997
