Datekey;ProviderId;Hour;WindSpeed;WindDirection;Temperature;Pressure;Humidity;PowerWOAvailability
20200102;1;11:00;11.70;35.00;5.60;101120;83.200;53.793
20200102;1;12:00;10.70;38.00;5.90;101126;82.470;52.451
20200102;1;13:00;11.10;38.00;6.20;101106;80.870;51.884
20200102;1;14:00;11.20;39.00;6.50;101078;79.280;53.200
20200102;1;15:00;11.70;39.00;6.60;101045;77.690;53.725
20200102;1;16:00;12.20;38.00;6.50;101049;78.360;54.538
20200102;1;17:00;12.40;40.00;6.30;101097;79.030;54.640
20200102;1;18:00;12.10;40.00;6.20;101152;79.690;54.407
20200102;1;19:00;11.80;42.00;6.00;101208;78.760;54.369
20200102;1;20:00;11.70;43.00;5.80;101255;77.820;54.110
20200102;1;21:00;11.20;46.00;5.70;101269;76.880;53.530
20200102;1;22:00;10.70;47.00;5.60;101271;75.840;53.251
20200102;1;23:00;10.70;47.00;5.40;101277;74.810;52.058
20200103;1;00:00;9.90;51.00;5.40;101287;75.550;43.781
20200103;1;01:00;9.60;50.00;5.20;101273;75.690;42.991
20200103;1;02:00;9.20;51.00;5.00;101253;75.840;42.293
20200103;1;03:00;8.70;51.00;4.80;101232;75.980;43.594
20200103;1;04:00;8.70;50.00;4.70;101196;75.880;43.122
20200103;1;05:00;8.60;51.00;4.60;101129;75.770;45.590
20200103;1;06:00;8.50;51.00;4.50;101054;75.660;46.917
20200103;1;07:00;8.50;51.00;4.40;101015;75.170;48.812
20200103;1;08:00;8.10;53.00;4.40;100978;74.680;44.628
20200103;1;09:00;7.80;54.00;4.30;100983;74.190;43.346
20200103;1;10:00;7.60;52.00;4.90;100970;72.800;41.974
20200103;1;11:00;7.40;49.00;5.70;100950;71.410;42.606
20200103;1;12:00;7.40;47.00;6.30;100931;70.010;42.541
20200103;1;13:00;7.40;44.00;6.70;100881;69.290;44.559
20200103;1;14:00;7.60;41.00;6.90;100818;68.560;47.003
20200103;1;15:00;8.00;37.00;7.10;100753;67.830;47.312
20200103;1;16:00;8.00;35.00;6.90;100722;69.060;46.960
20200103;1;17:00;7.70;36.00;6.60;100732;70.290;43.379
20200103;1;18:00;7.30;37.00;6.20;100742;71.520;39.763
20200103;1;19:00;6.90;38.00;5.90;100762;71.930;40.616
20200103;1;20:00;6.60;39.00;5.80;100784;72.340;38.851
20200103;1;21:00;6.30;41.00;5.40;100773;72.750;34.276
20200103;1;22:00;5.80;40.00;5.30;100754;72.120;26.879
20200103;1;23:00;5.20;40.00;5.00;100733;71.490;18.989
20200104;1;00:00;3.30;33.00;4.80;100772;72.540;4.510
20200104;1;01:00;2.60;22.00;4.60;100750;71.770;4.378
20200104;1;02:00;2.00;6.00;4.50;100722;70.990;2.917
20200104;1;03:00;1.60;340.00;4.30;100695;70.210;2.706
20200104;1;04:00;1.60;313.00;4.10;100651;69.960;5.067
20200104;1;05:00;1.60;283.00;3.80;100573;69.700;4.051
20200104;1;06:00;1.50;269.00;3.60;100495;69.440;4.353
20200104;1;07:00;1.80;254.00;3.40;100446;69.370;3.759
20200104;1;08:00;2.30;229.00;3.10;100409;69.290;3.674
20200104;1;09:00;2.70;225.00;2.90;100412;69.210;4.627
20200104;1;10:00;2.80;228.00;3.70;100408;67.080;6.224
20200104;1;11:00;2.90;231.00;4.80;100401;64.960;6.512
20200104;1;12:00;3.30;235.00;5.90;100390;62.830;7.144
20200104;1;13:00;3.10;241.00;6.50;100357;61.320;5.643
20200104;1;14:00;2.40;255.00;7.20;100317;59.820;6.021
20200104;1;15:00;1.90;260.00;7.80;100275;58.310;3.870
20200104;1;16:00;2.10;239.00;7.60;100264;59.380;3.088
20200104;1;17:00;2.50;227.00;7.20;100292;60.440;3.597
20200104;1;18:00;2.60;224.00;6.70;100319;61.500;2.425
20200104;1;19:00;2.80;220.00;5.90;100350;62.180;2.722
20200104;1;20:00;2.90;220.00;5.20;100378;62.860;4.845
20200104;1;21:00;3.00;217.00;4.40;100376;63.540;6.038
20200104;1;22:00;3.00;219.00;3.90;100364;63.760;6.391
20200104;1;23:00;3.20;220.00;3.50;100350;63.970;6.583
20200105;1;00:00;3.30;220.00;3.20;100334;61.100;7.526
20200105;1;01:00;3.40;218.00;3.20;100317;60.290;7.321
20200105;1;02:00;3.50;216.00;3.10;100298;59.480;7.888
20200105;1;03:00;3.50;218.00;3.00;100280;58.680;7.853
20200105;1;04:00;3.60;217.00;3.10;100242;57.660;7.404
20200105;1;05:00;3.80;218.00;3.10;100170;56.650;6.831
20200105;1;06:00;3.90;218.00;3.10;100096;55.630;6.033
20200105;1;07:00;3.40;222.00;3.10;100058;56.140;4.143
20200105;1;08:00;2.90;221.00;3.20;100030;56.650;3.476
20200105;1;09:00;2.70;225.00;3.30;100040;57.160;5.431
20200105;1;10:00;2.50;246.00;3.90;100018;61.280;3.516
20200105;1;11:00;2.50;260.00;4.80;99987;65.390;3.447
20200105;1;12:00;3.00;274.00;5.70;99956;69.510;4.529
20200105;1;13:00;3.40;297.00;6.40;99913;71.840;5.325
20200105;1;14:00;3.30;332.00;6.60;99858;74.170;6.931
20200105;1;15:00;3.50;9.00;6.60;99803;76.510;8.405
20200105;1;16:00;5.30;4.00;5.90;99808;76.720;17.787
20200105;1;17:00;6.80;9.00;5.40;99854;76.930;33.033
20200105;1;18:00;7.90;16.00;5.00;99897;77.130;41.494
20200105;1;19:00;8.60;24.00;4.90;99938;81.490;49.073
20200105;1;20:00;9.40;27.00;4.80;99985;85.840;51.314
20200105;1;21:00;9.70;28.00;4.50;100001;90.190;51.451
20200105;1;22:00;9.70;32.00;4.70;99989;90.900;52.036
20200105;1;23:00;9.70;35.00;4.80;99975;91.620;52.805
20200106;1;00:00;10.80;40.00;5.70;99781;82.600;53.565
20200106;1;01:00;11.30;42.00;5.80;99765;82.840;53.890
20200106;1;02:00;11.70;43.00;5.80;99750;83.080;53.462
20200106;1;03:00;12.20;45.00;5.90;99726;83.320;54.012
20200106;1;04:00;12.40;43.00;6.00;99712;84.120;54.272
20200106;1;05:00;12.20;46.00;6.00;99655;84.920;53.971
20200106;1;06:00;12.20;45.00;6.00;99600;85.710;54.074
20200106;1;07:00;12.00;48.00;6.00;99550;85.310;54.450
20200106;1;08:00;11.80;51.00;6.00;99520;84.910;54.030
20200106;1;09:00;11.70;51.00;6.20;99528;84.500;54.225
20200106;1;10:00;11.90;50.00;6.30;99530;84.660;54.427
20200106;1;11:00;12.10;52.00;6.40;99528;84.820;54.058
20200106;1;12:00;11.60;53.00;6.50;99519;84.990;53.418
20200106;1;13:00;11.70;52.00;6.60;99502;85.300;53.956
20200106;1;14:00;12.50;49.00;6.70;99478;85.610;54.620
20200106;1;15:00;12.50;47.00;6.70;99445;85.920;54.588
20200106;1;16:00;12.80;43.00;6.80;99447;85.240;54.678
20200106;1;17:00;12.60;41.00;6.90;99492;84.560;54.432
20200106;1;18:00;12.40;38.00;7.00;99533;83.880;54.340
20200106;1;19:00;12.00;36.00;7.00;99588;84.760;54.228
20200106;1;20:00;12.80;33.00;7.10;99644;85.640;54.486
20200106;1;21:00;13.30;32.00;7.10;99668;86.530;54.453
20200106;1;22:00;12.70;33.00;7.20;99682;86.490;54.255
20200106;1;23:00;12.10;36.00;7.20;99688;86.460;54.167
20200107;1;00:00;12.20;36.00;6.90;99749;87.800;54.292
20200107;1;01:00;14.70;32.00;7.10;99752;88.350;54.871
20200107;1;02:00;15.40;29.00;7.10;99768;88.890;54.742
20200107;1;03:00;16.60;26.00;7.20;99788;89.430;54.796
20200107;1;04:00;17.30;25.00;7.10;99807;89.440;54.520
20200107;1;05:00;18.20;24.00;7.00;99788;89.440;54.450
20200107;1;06:00;18.50;23.00;6.80;99769;89.440;54.559
20200107;1;07:00;17.90;23.00;6.70;99796;89.060;54.572
20200107;1;08:00;17.70;22.00;6.60;99826;88.670;54.888
20200107;1;09:00;17.70;21.00;6.50;99895;88.290;54.874
20200107;1;10:00;17.50;21.00;6.50;99951;88.150;54.827
20200107;1;11:00;17.30;19.00;6.40;99999;88.010;54.756
20200107;1;12:00;16.80;18.00;6.40;100045;87.860;54.772
20200107;1;13:00;16.90;18.00;6.40;100077;88.120;54.746
20200107;1;14:00;16.80;17.00;6.30;100102;88.370;54.759
20200107;1;15:00;16.80;16.00;6.20;100128;88.620;54.821
20200107;1;16:00;16.70;15.00;6.10;100188;88.890;54.795
20200107;1;17:00;16.50;15.00;6.00;100289;89.150;54.827
20200107;1;18:00;16.30;15.00;5.90;100388;89.420;54.818
20200107;1;19:00;16.10;16.00;5.80;100470;89.160;54.853
20200107;1;20:00;15.70;17.00;5.80;100549;88.910;54.815
20200107;1;21:00;15.40;17.00;5.70;100598;88.650;54.822
20200107;1;22:00;15.20;17.00;5.60;100631;88.300;54.750
20200107;1;23:00;14.80;17.00;5.60;100661;87.960;54.497
20200108;1;00:00;14.40;15.00;4.90;100726;89.460;54.690
20200108;1;01:00;14.30;15.00;4.90;100753;89.320;54.678
20200108;1;02:00;14.00;15.00;4.90;100779;89.180;54.676
20200108;1;03:00;13.90;15.00;4.90;100804;89.040;54.924
20200108;1;04:00;13.80;15.00;4.90;100809;87.680;54.839
20200108;1;05:00;13.80;15.00;4.90;100777;86.320;54.843
20200108;1;06:00;13.60;16.00;4.90;100742;84.960;54.859
20200108;1;07:00;13.80;17.00;4.90;100739;84.470;54.889
20200108;1;08:00;13.90;17.00;4.90;100745;83.980;54.998
20200108;1;09:00;13.90;19.00;4.90;100791;83.490;55.013
20200108;1;10:00;13.90;19.00;5.10;100821;82.820;54.988
20200108;1;11:00;13.60;21.00;5.30;100853;82.150;54.919
20200108;1;12:00;13.40;21.00;5.50;100882;81.470;54.907
20200108;1;13:00;13.40;22.00;5.50;100896;81.130;54.879
20200108;1;14:00;13.20;22.00;5.60;100905;80.780;54.875
20200108;1;15:00;13.10;21.00;5.60;100907;80.430;54.892
20200108;1;16:00;13.10;23.00;5.50;100939;80.310;54.842
20200108;1;17:00;12.80;23.00;5.30;101006;80.200;54.845
20200108;1;18:00;12.80;24.00;5.20;101071;80.080;54.872
20200108;1;19:00;12.50;23.00;5.10;101128;80.400;54.890
20200108;1;20:00;12.20;24.00;4.90;101182;80.720;54.794
20200108;1;21:00;12.00;25.00;4.70;101204;81.050;54.805
20200108;1;22:00;11.50;24.00;4.60;101200;80.290;54.611
20200108;1;23:00;11.20;24.00;4.50;101198;79.530;54.425
20200109;1;00:00;11.10;24.00;4.20;101289;76.510;54.543
20200109;1;01:00;10.70;27.00;4.10;101297;76.910;54.213
20200109;1;02:00;10.90;26.00;4.10;101295;77.300;54.308
20200109;1;03:00;10.40;25.00;4.00;101299;77.700;54.164
20200109;1;04:00;10.60;28.00;4.00;101283;78.150;54.191
20200109;1;05:00;9.80;32.00;3.90;101231;78.600;53.405
20200109;1;06:00;9.30;33.00;3.90;101177;79.050;52.133
20200109;1;07:00;9.10;33.00;3.90;101152;78.410;50.823
20200109;1;08:00;9.20;33.00;3.80;101137;77.760;50.866
20200109;1;09:00;8.30;35.00;3.80;101162;77.110;49.702
20200109;1;10:00;8.10;37.00;4.20;101176;74.750;50.146
20200109;1;11:00;7.80;39.00;4.60;101184;72.380;49.155
20200109;1;12:00;7.80;37.00;5.00;101190;70.020;49.969
20200109;1;13:00;7.70;38.00;5.40;101167;68.500;49.171
20200109;1;14:00;7.30;39.00;5.60;101134;66.980;46.315
20200109;1;15:00;6.80;37.00;5.90;101100;65.460;41.090
20200109;1;16:00;6.70;37.00;5.70;101099;66.530;40.395
20200109;1;17:00;6.50;38.00;5.50;101143;67.610;30.466
20200109;1;18:00;6.30;41.00;5.20;101187;68.680;25.884
20200109;1;19:00;6.10;41.00;4.80;101222;69.250;16.985
20200109;1;20:00;5.80;44.00;4.60;101256;69.820;11.637
20200109;1;21:00;5.60;47.00;4.30;101259;70.380;9.744
20200109;1;22:00;5.10;48.00;4.10;101248;69.980;9.299
20200109;1;23:00;4.60;48.00;3.80;101237;69.580;6.596
20200110;1;00:00;4.00;47.00;3.50;101242;71.240;5.035
20200110;1;01:00;3.40;46.00;3.30;101245;71.640;2.733
20200110;1;02:00;3.00;47.00;3.20;101245;72.040;3.234
20200110;1;03:00;2.70;50.00;3.10;101238;72.440;3.104
20200110;1;04:00;2.70;61.00;3.00;101219;72.990;5.754
20200110;1;05:00;2.70;65.00;2.90;101164;73.530;7.682
20200110;1;06:00;2.50;95.00;2.80;101106;74.080;2.985
20200110;1;07:00;2.40;106.00;2.50;101077;73.460;3.014
20200110;1;08:00;2.20;115.00;2.20;101056;72.830;3.131
20200110;1;09:00;2.10;119.00;2.00;101075;72.210;3.563
20200110;1;10:00;2.30;126.00;2.90;101077;69.920;5.037
20200110;1;11:00;1.90;131.00;4.10;101072;67.630;3.100
20200110;1;12:00;1.60;133.00;5.30;101068;65.330;1.370
20200110;1;13:00;1.40;131.00;6.20;101040;65.200;0.521
20200110;1;14:00;1.50;103.00;6.90;101000;65.060;0.932
20200110;1;15:00;1.30;56.00;7.50;100958;64.920;0.667
20200110;1;16:00;1.70;41.00;7.20;100962;65.600;0.799
20200110;1;17:00;1.60;49.00;6.80;101009;66.290;0.784
20200110;1;18:00;1.40;59.00;6.30;101057;66.970;1.222
20200110;1;19:00;1.30;78.00;5.60;101097;66.640;1.063
20200110;1;20:00;1.10;106.00;5.00;101134;66.300;1.200
20200110;1;21:00;1.10;125.00;4.50;101139;65.970;1.427
20200110;1;22:00;1.40;128.00;4.20;101137;66.570;1.177
20200110;1;23:00;1.50;134.00;4.00;101134;67.170;1.923
20200111;1;00:00;1.50;146.00;5.00;101216;67.430;1.984
20200111;1;01:00;2.00;151.00;4.80;101226;67.070;3.251
20200111;1;02:00;2.80;156.00;4.60;101236;66.710;5.038
20200111;1;03:00;2.40;165.00;4.50;101245;66.350;5.209
20200111;1;04:00;2.30;163.00;4.30;101220;66.100;5.174
20200111;1;05:00;2.50;157.00;4.10;101161;65.860;5.219
20200111;1;06:00;1.90;161.00;3.90;101102;65.610;3.802
20200111;1;07:00;1.90;167.00;3.90;101078;64.450;3.948
20200111;1;08:00;2.30;168.00;3.70;101054;63.280;6.193
20200111;1;09:00;2.10;176.00;3.70;101064;62.120;4.447
20200111;1;10:00;2.10;178.00;4.80;101061;59.740;4.516
20200111;1;11:00;1.80;191.00;5.90;101058;57.370;3.154
20200111;1;12:00;1.70;202.00;7.00;101055;55.000;3.268
20200111;1;13:00;1.90;213.00;7.90;101010;55.280;2.824
20200111;1;14:00;1.90;230.00;8.80;100964;55.560;1.879
20200111;1;15:00;1.90;234.00;9.70;100919;55.830;1.132
20200111;1;16:00;1.80;229.00;9.30;100923;56.970;1.034
20200111;1;17:00;1.70;290.00;8.80;100969;58.100;1.158
20200111;1;18:00;1.70;340.00;8.40;101014;59.240;0.545
20200111;1;19:00;1.70;360.00;7.90;101057;59.060;0.959
20200111;1;20:00;1.70;39.00;7.40;101099;58.890;2.047
20200111;1;21:00;1.70;111.00;6.90;101100;58.710;1.336
20200111;1;22:00;2.00;113.00;6.80;101125;60.180;1.455
20200111;1;23:00;2.20;88.00;6.60;101150;61.650;2.799
20200112;1;00:00;1.50;296.00;6.70;101172;62.740;2.938
20200112;1;01:00;1.70;83.00;6.40;101196;65.520;2.092
20200112;1;02:00;1.90;44.00;6.20;101221;68.300;4.492
20200112;1;03:00;2.00;305.00;5.90;101245;71.070;7.301
20200112;1;04:00;2.20;335.00;5.80;101252;73.410;9.338
20200112;1;05:00;2.50;348.00;5.70;101225;75.750;4.557
20200112;1;06:00;2.50;1.00;5.60;101198;78.090;5.306
20200112;1;07:00;2.90;26.00;5.60;101203;78.490;8.152
20200112;1;08:00;3.70;41.00;5.70;101208;78.890;12.255
20200112;1;09:00;4.30;44.00;5.80;101248;79.300;15.530
20200112;1;10:00;4.30;45.00;6.20;101278;82.520;14.426
20200112;1;11:00;3.80;48.00;6.60;101309;85.750;9.422
20200112;1;12:00;2.90;54.00;7.00;101340;88.970;4.544
20200112;1;13:00;3.10;68.00;7.40;101337;87.560;7.628
20200112;1;14:00;3.50;28.00;7.80;101334;86.140;6.833
20200112;1;15:00;4.10;38.00;8.10;101331;84.720;10.674
20200112;1;16:00;6.40;40.00;7.90;101355;84.160;25.960
20200112;1;17:00;6.30;40.00;7.70;101422;83.600;36.606
20200112;1;18:00;6.50;39.00;7.50;101488;83.040;44.231
20200112;1;19:00;6.70;39.00;7.40;101564;82.980;47.256
20200112;1;20:00;6.90;35.00;7.20;101640;82.920;50.713
20200112;1;21:00;7.30;36.00;7.00;101674;82.860;52.256
20200112;1;22:00;6.80;39.00;6.90;101689;82.570;48.846
20200112;1;23:00;6.20;44.00;6.70;101703;82.280;43.365
20200113;1;00:00;6.50;50.00;7.10;101621;82.750;29.508
20200113;1;01:00;6.00;52.00;7.00;101623;81.740;22.237
20200113;1;02:00;5.60;54.00;6.90;101624;80.730;17.960
20200113;1;03:00;5.20;56.00;6.80;101626;79.730;15.985
20200113;1;04:00;5.00;60.00;6.50;101616;79.890;11.195
20200113;1;05:00;4.80;62.00;6.30;101571;80.050;7.318
20200113;1;06:00;4.60;65.00;6.00;101526;80.220;6.536
20200113;1;07:00;4.30;68.00;5.70;101504;80.950;4.353
20200113;1;08:00;4.30;71.00;5.30;101481;81.680;3.968
20200113;1;09:00;4.50;74.00;5.10;101493;82.410;4.308
20200113;1;10:00;4.30;72.00;5.80;101481;80.080;4.217
20200113;1;11:00;4.20;69.00;6.40;101469;77.750;2.548
20200113;1;12:00;4.00;66.00;7.00;101456;75.420;2.953
20200113;1;13:00;4.20;58.00;7.50;101411;74.180;4.594
20200113;1;14:00;4.20;47.00;7.90;101366;72.930;5.781
20200113;1;15:00;4.40;38.00;8.30;101320;71.690;6.252
20200113;1;16:00;4.50;36.00;8.00;101314;72.830;6.565
20200113;1;17:00;4.60;38.00;7.70;101348;73.980;6.088
20200113;1;18:00;4.50;41.00;7.50;101381;75.120;5.746
20200113;1;19:00;4.60;45.00;7.00;101426;77.070;4.781
20200113;1;20:00;4.70;50.00;6.50;101470;79.030;4.575
20200113;1;21:00;4.60;54.00;6.00;101475;80.980;4.623
20200113;1;22:00;3.90;60.00;5.80;101460;80.430;3.317
20200113;1;23:00;3.30;67.00;5.50;101444;79.870;4.076
20200114;1;00:00;3.20;93.00;5.20;101388;78.290;3.141
20200114;1;01:00;2.80;100.00;5.00;101377;77.470;2.813
20200114;1;02:00;2.70;105.00;4.80;101367;76.640;3.498
20200114;1;03:00;2.50;113.00;4.50;101357;75.820;4.226
20200114;1;04:00;2.50;112.00;4.30;101351;76.120;3.960
20200114;1;05:00;2.40;119.00;4.10;101312;76.420;4.904
20200114;1;06:00;2.30;131.00;3.90;101274;76.730;4.776
20200114;1;07:00;2.00;146.00;3.60;101273;75.060;3.986
20200114;1;08:00;1.90;164.00;3.30;101270;73.390;3.333
20200114;1;09:00;1.90;166.00;3.10;101302;71.720;3.083
20200114;1;10:00;1.90;177.00;4.20;101314;69.000;3.103
20200114;1;11:00;1.80;182.00;5.20;101327;66.270;2.122
20200114;1;12:00;1.60;181.00;6.30;101339;63.550;2.869
20200114;1;13:00;1.50;209.00;6.90;101308;63.800;1.960
20200114;1;14:00;1.10;308.00;7.60;101278;64.050;0.464
20200114;1;15:00;0.80;331.00;8.20;101248;64.290;1.213
20200114;1;16:00;1.40;352.00;7.90;101266;64.020;0.442
20200114;1;17:00;1.60;9.00;7.60;101325;63.740;0.681
20200114;1;18:00;1.70;19.00;7.20;101383;63.460;1.732
20200114;1;19:00;1.60;31.00;6.80;101446;64.220;1.531
20200114;1;20:00;1.60;41.00;6.40;101510;64.970;2.355
20200114;1;21:00;1.60;50.00;6.00;101533;65.720;2.457
20200114;1;22:00;1.70;44.00;6.00;101550;66.450;1.265
20200114;1;23:00;1.90;36.00;6.00;101567;67.180;0.873
20200115;1;00:00;2.00;25.00;5.50;101600;72.400;1.994
20200115;1;01:00;2.10;54.00;5.30;101613;73.070;3.270
20200115;1;02:00;2.20;91.00;5.20;101627;73.750;2.592
20200115;1;03:00;2.30;106.00;5.10;101641;74.420;3.103
20200115;1;04:00;2.60;102.00;5.10;101631;74.380;2.847
20200115;1;05:00;2.60;92.00;5.00;101584;74.340;2.610
20200115;1;06:00;2.70;76.00;4.90;101538;74.300;2.003
20200115;1;07:00;2.60;86.00;4.80;101518;73.940;2.703
20200115;1;08:00;2.70;85.00;4.60;101498;73.570;2.873
20200115;1;09:00;2.70;83.00;4.50;101515;73.210;3.560
20200115;1;10:00;3.10;77.00;5.40;101512;71.900;2.537
20200115;1;11:00;3.40;76.00;6.30;101509;70.600;1.478
20200115;1;12:00;3.60;61.00;7.20;101506;69.300;1.828
20200115;1;13:00;4.10;39.00;7.90;101466;69.630;5.740
20200115;1;14:00;5.00;39.00;8.50;101427;69.970;11.776
20200115;1;15:00;5.60;40.00;9.20;101387;70.300;17.644
20200115;1;16:00;6.10;41.00;9.00;101388;72.690;19.686
20200115;1;17:00;6.60;42.00;8.70;101433;75.080;23.040
20200115;1;18:00;7.00;44.00;8.50;101478;77.470;26.554
20200115;1;19:00;7.30;46.00;7.90;101535;77.900;26.253
20200115;1;20:00;7.40;49.00;7.30;101592;78.330;19.861
20200115;1;21:00;7.30;52.00;6.70;101604;78.750;16.960
20200115;1;22:00;7.10;55.00;6.50;101584;79.230;12.719
20200115;1;23:00;6.90;59.00;6.20;101564;79.710;11.395
20200116;1;00:00;6.90;65.00;5.80;101581;79.820;8.309
20200116;1;01:00;6.70;67.00;5.70;101567;80.190;7.780
20200116;1;02:00;6.40;63.00;5.60;101552;80.550;6.681
20200116;1;03:00;6.20;51.00;5.50;101537;80.910;7.608
20200116;1;04:00;6.40;50.00;5.50;101503;81.160;8.933
20200116;1;05:00;6.50;37.00;5.40;101433;81.400;9.996
20200116;1;06:00;6.60;79.00;5.30;101364;81.650;13.635
20200116;1;07:00;6.60;78.00;5.20;101328;80.810;13.109
20200116;1;08:00;6.60;73.00;5.10;101291;79.980;14.829
20200116;1;09:00;6.60;43.00;5.00;101290;79.140;14.043
20200116;1;10:00;6.40;34.00;5.90;101269;77.890;19.445
20200116;1;11:00;6.10;32.00;6.80;101248;76.630;25.299
20200116;1;12:00;6.00;45.00;7.60;101227;75.380;26.894
20200116;1;13:00;7.00;43.00;8.20;101171;75.480;35.840
20200116;1;14:00;7.60;39.00;8.70;101114;75.590;38.783
20200116;1;15:00;7.60;36.00;9.20;101058;75.690;47.636
20200116;1;16:00;8.00;36.00;8.90;101046;76.970;49.803
20200116;1;17:00;9.10;36.00;8.50;101076;78.240;51.477
20200116;1;18:00;9.80;37.00;8.20;101104;79.520;52.250
20200116;1;19:00;10.10;39.00;7.70;101142;79.050;53.428
20200116;1;20:00;9.90;42.00;7.10;101180;78.570;53.501
20200116;1;21:00;10.20;42.00;6.60;101178;78.100;53.855
20200116;1;22:00;10.30;42.00;6.40;101182;77.890;53.675
20200116;1;23:00;10.20;43.00;6.30;101186;77.680;53.574
20200117;1;00:00;9.80;43.00;6.20;101193;76.910;53.500
20200117;1;01:00;9.90;43.00;6.20;101192;77.090;53.708
20200117;1;02:00;9.80;44.00;6.20;101191;77.260;53.697
20200117;1;03:00;10.20;42.00;6.10;101190;77.440;54.448
20200117;1;04:00;10.80;40.00;6.20;101182;77.250;54.698
20200117;1;05:00;10.70;39.00;6.20;101141;77.060;54.695
20200117;1;06:00;10.90;36.00;6.20;101099;76.870;54.680
20200117;1;07:00;10.80;36.00;6.30;101080;75.670;54.673
20200117;1;08:00;10.80;36.00;6.40;101060;74.470;54.661
20200117;1;09:00;10.70;37.00;6.50;101076;73.260;54.680
20200117;1;10:00;10.50;36.00;6.80;101070;73.480;54.678
20200117;1;11:00;10.30;35.00;7.10;101064;73.700;54.236
20200117;1;12:00;10.40;34.00;7.40;101058;73.910;54.228
20200117;1;13:00;10.60;35.00;7.70;101035;74.120;54.287
20200117;1;14:00;10.80;34.00;8.00;101011;74.340;54.477
20200117;1;15:00;11.10;34.00;8.30;100987;74.550;54.487
20200117;1;16:00;11.20;34.00;8.10;101010;74.620;54.482
20200117;1;17:00;11.20;33.00;7.90;101071;74.700;54.534
20200117;1;18:00;11.60;33.00;7.80;101133;74.780;54.558
20200117;1;19:00;11.40;35.00;7.60;101199;75.590;54.471
20200117;1;20:00;11.30;36.00;7.30;101266;76.410;54.421
20200117;1;21:00;11.30;37.00;7.10;101294;77.220;54.420
20200117;1;22:00;10.90;38.00;7.10;101310;78.020;54.365
20200117;1;23:00;10.50;39.00;7.00;101326;78.830;54.182
20200118;1;00:00;10.40;39.00;7.00;101291;79.300;54.154
20200118;1;01:00;10.30;39.00;7.00;101282;79.680;53.785
20200118;1;02:00;10.10;40.00;6.90;101274;80.060;53.668
20200118;1;03:00;9.90;40.00;6.80;101265;80.430;53.761
20200118;1;04:00;9.80;41.00;6.70;101244;79.920;53.448
20200118;1;05:00;9.70;42.00;6.60;101172;79.410;52.942
20200118;1;06:00;9.70;43.00;6.40;101096;78.890;53.034
20200118;1;07:00;9.40;43.00;6.30;101051;79.310;53.021
20200118;1;08:00;9.10;44.00;6.20;101001;79.720;52.988
20200118;1;09:00;9.10;44.00;6.20;101014;80.130;52.897
20200118;1;10:00;8.90;45.00;6.50;101000;78.650;52.720
20200118;1;11:00;8.90;46.00;6.80;100985;77.170;51.651
20200118;1;12:00;8.70;47.00;7.20;100970;75.690;51.510
